group,variable,value
Landmarks & Historical Buildings,Public Services & Government,0.9125646804235934
Landmarks & Historical Buildings,Brasseries,0.06683900743796385
Landmarks & Historical Buildings,Hot Dogs,0.0
Landmarks & Historical Buildings,Cinema,0.0
Landmarks & Historical Buildings,Caterers,0.0
Landmarks & Historical Buildings,French,0.0
Landmarks & Historical Buildings,Caribbean,0.0
Landmarks & Historical Buildings,Arts & Entertainment,0.0
Landmarks & Historical Buildings,Arabian,0.0
Landmarks & Historical Buildings,Thai,0.0
Landmarks & Historical Buildings,Butcher,0.0
Landmarks & Historical Buildings,Himalayan-Nepalese,0.01441836798723138
Landmarks & Historical Buildings,Brazilian,0.0
Landmarks & Historical Buildings,Gluten-Free,0.0
Landmarks & Historical Buildings,Jazz & Blues,0.0
Landmarks & Historical Buildings,Adult Entertainment,0.09999999844955268
Landmarks & Historical Buildings,Tex-Mex,0.0
Landmarks & Historical Buildings,Fruits & Veggies,0.0
Landmarks & Historical Buildings,Music Venues,0.0
Landmarks & Historical Buildings,Korean,0.0
Landmarks & Historical Buildings,Amusement Parks,0.0
Landmarks & Historical Buildings,Automotive,0.0
Landmarks & Historical Buildings,Tapas-Small Plates,0.0
Landmarks & Historical Buildings,Scandinavian,0.019084803967354267
Landmarks & Historical Buildings,Outlet Stores,0.02648763700186428
Landmarks & Historical Buildings,Laotian,0.014412485937043818
Landmarks & Historical Buildings,Pizza,0.0
Landmarks & Historical Buildings,Buffets,0.0
Landmarks & Historical Buildings,Malaysian,0.0
Landmarks & Historical Buildings,Food Delivery Services,0.0
Landmarks & Historical Buildings,Desserts,0.0
Landmarks & Historical Buildings,Car Wash,0.0
Landmarks & Historical Buildings,Creperies,0.0
Landmarks & Historical Buildings,Basque,0.0
Landmarks & Historical Buildings,Health Markets,0.036808386673457344
Landmarks & Historical Buildings,Pool Halls,0.0
Landmarks & Historical Buildings,Cultural Center,0.7578442959005265
Landmarks & Historical Buildings,Specialty Food,0.0
Landmarks & Historical Buildings,Sushi Bars,0.0
Landmarks & Historical Buildings,Piano Bars,0.09999999373301263
Landmarks & Historical Buildings,Arcades,0.0483324307391378
Landmarks & Historical Buildings,Italian,0.0
Landmarks & Historical Buildings,Cheesesteaks,0.0
Landmarks & Historical Buildings,Chicken Wings,0.0
Landmarks & Historical Buildings,Bakeries,0.0
Landmarks & Historical Buildings,Hot Pot,0.010482405150581587
Landmarks & Historical Buildings,Pubs,0.0
Landmarks & Historical Buildings,Shanghainese,0.011141459522910402
Landmarks & Historical Buildings,Sandwiches,0.0
Landmarks & Historical Buildings,Irish,0.0
Landmarks & Historical Buildings,Juice Bars & Smoothies,0.0
Landmarks & Historical Buildings,Food Court,0.0
Landmarks & Historical Buildings,Barbeque,0.08160413927593703
Landmarks & Historical Buildings,American (Traditional),0.0
Landmarks & Historical Buildings,Live-Raw Food,0.03792318077769427
Landmarks & Historical Buildings,Kosher,0.0
Landmarks & Historical Buildings,Mongolian,0.013796881783957717
Landmarks & Historical Buildings,Hookah Bars,0.0
Landmarks & Historical Buildings,Soup,0.0
Landmarks & Historical Buildings,Chocolatiers & Shops,0.09999999830049483
Landmarks & Historical Buildings,Indonesian,0.09999999597059443
Landmarks & Historical Buildings,Personal Shopping,0.9999999307391563
Landmarks & Historical Buildings,Tapas Bars,0.0
Landmarks & Historical Buildings,Cambodian,0.09999979989873027
Landmarks & Historical Buildings,Gelato,0.0
Landmarks & Historical Buildings,Drugstores,0.0
Landmarks & Historical Buildings,Hotels,0.0
Landmarks & Historical Buildings,Fondue,0.0
Landmarks & Historical Buildings,Japanese,0.0
Landmarks & Historical Buildings,Cheese Shops,0.0
Landmarks & Historical Buildings,Soul Food,0.0
Landmarks & Historical Buildings,Mediterranean,0.0
Landmarks & Historical Buildings,Pakistani,0.0
Landmarks & Historical Buildings,Casinos,0.0
Landmarks & Historical Buildings,Vegetarian,0.0
Landmarks & Historical Buildings,Breakfast & Brunch,0.0
Landmarks & Historical Buildings,Breweries,0.03395705377984854
Landmarks & Historical Buildings,Hawaiian,0.0
Landmarks & Historical Buildings,Shopping Centers,0.03698188927631979
Landmarks & Historical Buildings,Filipino,0.0
Landmarks & Historical Buildings,Salvadoran,0.0
Landmarks & Historical Buildings,Vegan,0.0
Landmarks & Historical Buildings,Active Life,0.0
Landmarks & Historical Buildings,Ukrainian,0.0194904395740179
Landmarks & Historical Buildings,Landmarks & Historical Buildings,1.0
Landmarks & Historical Buildings,Do-It-Yourself Food,0.0
Landmarks & Historical Buildings,Coffee & Tea,0.0
Landmarks & Historical Buildings,Chinese,0.0
Landmarks & Historical Buildings,Swimming Pools,0.09999999320833156
Landmarks & Historical Buildings,Cajun-Creole,0.0
Landmarks & Historical Buildings,Greek,0.0
Landmarks & Historical Buildings,Ramen,0.0
Landmarks & Historical Buildings,Bowling,0.0
Landmarks & Historical Buildings,Spanish,0.0
Landmarks & Historical Buildings,Cafes,0.0
Landmarks & Historical Buildings,Cuban,0.011949688245072945
Landmarks & Historical Buildings,Seafood,0.0
Landmarks & Historical Buildings,Belgian,0.0
Landmarks & Historical Buildings,Salad,0.0
Landmarks & Historical Buildings,Russian,0.0
Landmarks & Historical Buildings,Lebanese,0.0
Landmarks & Historical Buildings,German,0.0
Landmarks & Historical Buildings,Comfort Food,0.0
Landmarks & Historical Buildings,Cantonese,0.0
Landmarks & Historical Buildings,Bubble Tea,0.0
Landmarks & Historical Buildings,Singaporean,0.0
Landmarks & Historical Buildings,Cocktail Bars,0.0
Landmarks & Historical Buildings,Nightlife,0.0
Landmarks & Historical Buildings,Ice Cream & Frozen Yogurt,0.0
Landmarks & Historical Buildings,Bistros,0.0
Landmarks & Historical Buildings,Local Flavor,0.0
Landmarks & Historical Buildings,RV Parks,0.0
Landmarks & Historical Buildings,Canadian (New),0.017087312985344792
Landmarks & Historical Buildings,Diners,0.0
Landmarks & Historical Buildings,Delis,0.0
Landmarks & Historical Buildings,Party & Event Planning,0.0
Landmarks & Historical Buildings,Festivals,0.0
Landmarks & Historical Buildings,Food,0.0
Landmarks & Historical Buildings,Street Vendors,0.0
Landmarks & Historical Buildings,Ethiopian,0.0
Landmarks & Historical Buildings,Food Trucks,0.0
Landmarks & Historical Buildings,Cafeteria,0.09999999320833156
Landmarks & Historical Buildings,Dim Sum,0.0
Landmarks & Historical Buildings,Scottish,0.0
Landmarks & Historical Buildings,Middle Eastern,0.0
Landmarks & Historical Buildings,Pretzels,0.0
Landmarks & Historical Buildings,Taiwanese,0.0
Do-It-Yourself Food,Karaoke,0.0
Do-It-Yourself Food,Seafood Markets,0.0
Do-It-Yourself Food,British,0.0
Do-It-Yourself Food,American (New),0.0
Do-It-Yourself Food,Peruvian,0.01701478556351039
Do-It-Yourself Food,Internet Cafes,0.0
Do-It-Yourself Food,Food Stands,0.0
Do-It-Yourself Food,Vietnamese,0.0
Do-It-Yourself Food,Dance Clubs,0.0
Do-It-Yourself Food,Argentine,0.01462567382283881
Do-It-Yourself Food,Asian Fusion,0.0
Do-It-Yourself Food,African,0.0
Do-It-Yourself Food,Sports Bars,0.0
Do-It-Yourself Food,Burgers,0.0
Do-It-Yourself Food,Halal,0.0
Do-It-Yourself Food,Donuts,0.01600974827078613
Do-It-Yourself Food,Szechuan,0.0
Do-It-Yourself Food,Dive Bars,0.9604043594252223
Do-It-Yourself Food,Turkish,0.021374165942238805
Do-It-Yourself Food,Venues & Event Spaces,0.0
Do-It-Yourself Food,Gastropubs,0.0
Do-It-Yourself Food,Indian,0.0
Do-It-Yourself Food,Moroccan,0.015190431358460665
Do-It-Yourself Food,Polish,0.020045611424069458
Do-It-Yourself Food,Champagne Bars,0.04082847296756914
Do-It-Yourself Food,Southern,0.0
Do-It-Yourself Food,Lounges,0.0
Do-It-Yourself Food,Wineries,0.0
Do-It-Yourself Food,Tea Rooms,0.0
Do-It-Yourself Food,Bagels,0.0
Do-It-Yourself Food,Beer, Wine & Spirits,0.8771269452979259
Do-It-Yourself Food,Persian-Iranian,0.0
Do-It-Yourself Food,Latin American,0.0
Do-It-Yourself Food,Tours,0.04924477437850227
Do-It-Yourself Food,Wine Bars,0.0
Do-It-Yourself Food,Shopping,0.0
Do-It-Yourself Food,Portuguese,0.12443475023611768
Do-It-Yourself Food,Meat Shops,0.093586892063337
Do-It-Yourself Food,Mexican,0.0
Do-It-Yourself Food,Hotels & Travel,0.0
Do-It-Yourself Food,Performing Arts,0.0
Do-It-Yourself Food,Venezuelan,0.0
Do-It-Yourself Food,Steakhouses,0.0
Do-It-Yourself Food,Afghan,0.0
Do-It-Yourself Food,Modern European,0.0
Do-It-Yourself Food,Convenience Stores,0.0
Do-It-Yourself Food,Golf,0.0
Do-It-Yourself Food,Grocery,0.0
Do-It-Yourself Food,Event Planning & Services,0.0
Do-It-Yourself Food,Country Dance Halls,0.1253245455149337
Do-It-Yourself Food,Fish & Chips,0.0
Do-It-Yourself Food,Distilleries,0.012385102564727558
Do-It-Yourself Food,Fast Food,0.0
Do-It-Yourself Food,Shaved Ice,0.016891977210071067
Do-It-Yourself Food,Ethnic Food,0.0
Do-It-Yourself Food,Bars,0.0
Do-It-Yourself Food,Public Services & Government,0.051331849627552585
Do-It-Yourself Food,Brasseries,0.0
Do-It-Yourself Food,Hot Dogs,0.0
Do-It-Yourself Food,Cinema,0.0
Do-It-Yourself Food,Caterers,0.0
Do-It-Yourself Food,French,0.0
Do-It-Yourself Food,Caribbean,0.0
Do-It-Yourself Food,Arts & Entertainment,0.0612945459865259
Do-It-Yourself Food,Arabian,0.0
Do-It-Yourself Food,Thai,0.0
Do-It-Yourself Food,Butcher,0.0
Do-It-Yourself Food,Himalayan-Nepalese,0.01808235644513332
Do-It-Yourself Food,Brazilian,0.0
Do-It-Yourself Food,Gluten-Free,0.0
Do-It-Yourself Food,Jazz & Blues,0.0
Do-It-Yourself Food,Adult Entertainment,0.1252281902563905
Do-It-Yourself Food,Tex-Mex,0.0
Do-It-Yourself Food,Fruits & Veggies,0.0
Do-It-Yourself Food,Music Venues,0.0
Do-It-Yourself Food,Korean,0.0
Do-It-Yourself Food,Amusement Parks,0.1526891345788077
Do-It-Yourself Food,Automotive,0.0
Do-It-Yourself Food,Tapas-Small Plates,0.0
Do-It-Yourself Food,Scandinavian,0.02394223521522418
Do-It-Yourself Food,Outlet Stores,0.03309600458912942
Do-It-Yourself Food,Laotian,0.017845988666441402
Do-It-Yourself Food,Pizza,0.0
Do-It-Yourself Food,Buffets,0.0
Do-It-Yourself Food,Malaysian,0.0
Do-It-Yourself Food,Food Delivery Services,0.0
Do-It-Yourself Food,Desserts,0.0
Do-It-Yourself Food,Car Wash,0.0
Do-It-Yourself Food,Creperies,0.0
Do-It-Yourself Food,Basque,0.0
Do-It-Yourself Food,Health Markets,0.3022478865869088
Do-It-Yourself Food,Pool Halls,0.0
Do-It-Yourself Food,Cultural Center,0.1253972510934727
Do-It-Yourself Food,Specialty Food,0.0
Do-It-Yourself Food,Sushi Bars,0.0
Do-It-Yourself Food,Piano Bars,0.12551176065473077
Do-It-Yourself Food,Arcades,0.0
Do-It-Yourself Food,Italian,0.0
Do-It-Yourself Food,Cheesesteaks,0.0
Do-It-Yourself Food,Chicken Wings,0.0
Do-It-Yourself Food,Bakeries,0.0
Do-It-Yourself Food,Hot Pot,0.9523074435258964
Do-It-Yourself Food,Pubs,0.0
Do-It-Yourself Food,Shanghainese,0.013895723028744993
Do-It-Yourself Food,Sandwiches,0.0
Do-It-Yourself Food,Irish,0.0
Do-It-Yourself Food,Juice Bars & Smoothies,0.0
Do-It-Yourself Food,Food Court,0.0
Do-It-Yourself Food,Barbeque,0.0
Do-It-Yourself Food,American (Traditional),0.0
Do-It-Yourself Food,Live-Raw Food,0.0
Do-It-Yourself Food,Kosher,0.0
Do-It-Yourself Food,Mongolian,0.01731976786451444
Do-It-Yourself Food,Hookah Bars,0.0
Do-It-Yourself Food,Soup,0.0
Do-It-Yourself Food,Chocolatiers & Shops,0.12538895858741836
Do-It-Yourself Food,Indonesian,0.1253008169261396
Do-It-Yourself Food,Personal Shopping,0.0
Do-It-Yourself Food,Tapas Bars,0.0
Do-It-Yourself Food,Cambodian,0.12413934241491817
Do-It-Yourself Food,Gelato,0.0
Do-It-Yourself Food,Drugstores,0.0
Do-It-Yourself Food,Hotels,0.0
Do-It-Yourself Food,Fondue,0.5414596518223219
Do-It-Yourself Food,Japanese,0.0
Do-It-Yourself Food,Cheese Shops,0.0
Do-It-Yourself Food,Soul Food,0.0
Do-It-Yourself Food,Mediterranean,0.0
Do-It-Yourself Food,Pakistani,0.0
Do-It-Yourself Food,Casinos,0.0
Do-It-Yourself Food,Vegetarian,0.0
Do-It-Yourself Food,Breakfast & Brunch,0.0
Do-It-Yourself Food,Breweries,0.0
Do-It-Yourself Food,Hawaiian,0.0
Do-It-Yourself Food,Shopping Centers,0.0
Do-It-Yourself Food,Filipino,0.0
Do-It-Yourself Food,Salvadoran,0.0
Do-It-Yourself Food,Vegan,0.0
Do-It-Yourself Food,Active Life,0.0
Do-It-Yourself Food,Ukrainian,0.02431293138018953
Do-It-Yourself Food,Landmarks & Historical Buildings,0.0
Do-It-Yourself Food,Do-It-Yourself Food,1.0
Do-It-Yourself Food,Coffee & Tea,0.0
Do-It-Yourself Food,Chinese,0.0
Do-It-Yourself Food,Swimming Pools,0.12546319785631405
Do-It-Yourself Food,Cajun-Creole,0.0
Do-It-Yourself Food,Greek,0.0
Do-It-Yourself Food,Ramen,0.0
Do-It-Yourself Food,Bowling,0.0
Do-It-Yourself Food,Spanish,0.0
Do-It-Yourself Food,Cafes,0.0
Do-It-Yourself Food,Cuban,0.014994330534855313
Do-It-Yourself Food,Seafood,0.0
Do-It-Yourself Food,Belgian,0.0
Do-It-Yourself Food,Salad,0.0
Do-It-Yourself Food,Russian,0.0
Do-It-Yourself Food,Lebanese,0.0
Do-It-Yourself Food,German,0.0
Do-It-Yourself Food,Comfort Food,0.0
Do-It-Yourself Food,Cantonese,0.0
Do-It-Yourself Food,Bubble Tea,0.0
Do-It-Yourself Food,Singaporean,0.0
Do-It-Yourself Food,Cocktail Bars,0.0
Do-It-Yourself Food,Nightlife,0.0
Do-It-Yourself Food,Ice Cream & Frozen Yogurt,0.0
Do-It-Yourself Food,Bistros,0.0
Do-It-Yourself Food,Local Flavor,0.0
Do-It-Yourself Food,RV Parks,0.0
Do-It-Yourself Food,Canadian (New),0.021437961188596075
Do-It-Yourself Food,Diners,0.0
Do-It-Yourself Food,Delis,0.0
Do-It-Yourself Food,Party & Event Planning,0.0
Do-It-Yourself Food,Festivals,0.9536361537810121
Do-It-Yourself Food,Food,0.0
Do-It-Yourself Food,Street Vendors,0.0
Do-It-Yourself Food,Ethiopian,0.0
Do-It-Yourself Food,Food Trucks,0.0
Do-It-Yourself Food,Cafeteria,0.12546319785631405
Do-It-Yourself Food,Dim Sum,0.0
Do-It-Yourself Food,Scottish,0.0
Do-It-Yourself Food,Middle Eastern,0.0
Do-It-Yourself Food,Pretzels,0.0
Do-It-Yourself Food,Taiwanese,0.0
Coffee & Tea,Karaoke,0.0
Coffee & Tea,Seafood Markets,0.0
Coffee & Tea,British,0.8743416743656208
Coffee & Tea,American (New),0.0
Coffee & Tea,Peruvian,0.01498285716422268
Coffee & Tea,Internet Cafes,0.09922230479264711
Coffee & Tea,Food Stands,0.0
Coffee & Tea,Vietnamese,0.0
Coffee & Tea,Dance Clubs,0.0
Coffee & Tea,Argentine,0.012780346274645589
Coffee & Tea,Asian Fusion,0.0
Coffee & Tea,African,0.0
Coffee & Tea,Sports Bars,0.0
Coffee & Tea,Burgers,0.0
Coffee & Tea,Halal,0.0
Coffee & Tea,Donuts,0.014229608045844703
Coffee & Tea,Szechuan,0.0
Coffee & Tea,Dive Bars,0.0
Coffee & Tea,Turkish,0.018634229006736596
Coffee & Tea,Venues & Event Spaces,0.0
Coffee & Tea,Gastropubs,0.0
Coffee & Tea,Indian,0.0
Coffee & Tea,Moroccan,0.013370897214484088
Coffee & Tea,Polish,0.017810815767832527
Coffee & Tea,Champagne Bars,0.035087801349037225
Coffee & Tea,Southern,0.0
Coffee & Tea,Lounges,0.0
Coffee & Tea,Wineries,0.0
Coffee & Tea,Tea Rooms,0.0
Coffee & Tea,Bagels,0.0
Coffee & Tea,Beer, Wine & Spirits,0.0
Coffee & Tea,Persian-Iranian,0.0
Coffee & Tea,Latin American,0.0
Coffee & Tea,Tours,0.04316891661637733
Coffee & Tea,Wine Bars,0.0
Coffee & Tea,Shopping,0.0
Coffee & Tea,Portuguese,0.10940486613898662
Coffee & Tea,Meat Shops,0.0
Coffee & Tea,Mexican,0.0
Coffee & Tea,Hotels & Travel,0.0
Coffee & Tea,Performing Arts,0.0
Coffee & Tea,Venezuelan,0.0
Coffee & Tea,Steakhouses,0.0
Coffee & Tea,Afghan,0.0
Coffee & Tea,Modern European,0.0
Coffee & Tea,Convenience Stores,0.0
Coffee & Tea,Golf,0.0
Coffee & Tea,Grocery,0.0
Coffee & Tea,Event Planning & Services,0.0
Coffee & Tea,Country Dance Halls,0.10684160876144885
Coffee & Tea,Fish & Chips,0.0
Coffee & Tea,Distilleries,0.010913010081771805
Coffee & Tea,Fast Food,0.0
Coffee & Tea,Shaved Ice,0.01522663365689789
Coffee & Tea,Ethnic Food,0.0
Coffee & Tea,Bars,0.16594706985372035
Coffee & Tea,Public Services & Government,0.045686757705106426
Coffee & Tea,Brasseries,0.0
Coffee & Tea,Hot Dogs,0.0
Coffee & Tea,Cinema,0.0
Coffee & Tea,Caterers,0.0
Coffee & Tea,French,0.0
Coffee & Tea,Caribbean,0.0
Coffee & Tea,Arts & Entertainment,0.0
Coffee & Tea,Arabian,0.0
Coffee & Tea,Thai,0.0
Coffee & Tea,Butcher,0.0
Coffee & Tea,Himalayan-Nepalese,0.0159955634191025
Coffee & Tea,Brazilian,0.0
Coffee & Tea,Gluten-Free,0.0
Coffee & Tea,Jazz & Blues,0.0
Coffee & Tea,Adult Entertainment,0.10967632949695295
Coffee & Tea,Tex-Mex,0.0
Coffee & Tea,Fruits & Veggies,0.0
Coffee & Tea,Music Venues,0.0
Coffee & Tea,Korean,0.0
Coffee & Tea,Amusement Parks,0.0
Coffee & Tea,Automotive,0.0
Coffee & Tea,Tapas-Small Plates,0.0
Coffee & Tea,Scandinavian,0.02106462040488205
Coffee & Tea,Outlet Stores,0.029152331195388494
Coffee & Tea,Laotian,0.01591597318490007
Coffee & Tea,Pizza,0.0
Coffee & Tea,Buffets,0.0
Coffee & Tea,Malaysian,0.0
Coffee & Tea,Food Delivery Services,0.0
Coffee & Tea,Desserts,0.0
Coffee & Tea,Car Wash,0.0
Coffee & Tea,Creperies,0.9974441954329449
Coffee & Tea,Basque,0.0
Coffee & Tea,Health Markets,0.0
Coffee & Tea,Pool Halls,0.0
Coffee & Tea,Cultural Center,0.10801607420570963
Coffee & Tea,Specialty Food,0.1650624003893809
Coffee & Tea,Sushi Bars,0.0
Coffee & Tea,Piano Bars,0.1117214461215723
Coffee & Tea,Arcades,0.0
Coffee & Tea,Italian,0.0
Coffee & Tea,Cheesesteaks,0.0
Coffee & Tea,Chicken Wings,0.0
Coffee & Tea,Bakeries,0.0
Coffee & Tea,Hot Pot,0.01157444111532223
Coffee & Tea,Pubs,0.0
Coffee & Tea,Shanghainese,0.012355986529465084
Coffee & Tea,Sandwiches,0.0
Coffee & Tea,Irish,0.0
Coffee & Tea,Juice Bars & Smoothies,0.0
Coffee & Tea,Food Court,0.0
Coffee & Tea,Barbeque,0.07563483917016461
Coffee & Tea,American (Traditional),0.247885492143939
Coffee & Tea,Live-Raw Food,0.0
Coffee & Tea,Kosher,0.0
Coffee & Tea,Mongolian,0.015125343315518083
Coffee & Tea,Hookah Bars,0.0
Coffee & Tea,Soup,0.0
Coffee & Tea,Chocolatiers & Shops,0.11171918076543307
Coffee & Tea,Indonesian,0.10859824306993322
Coffee & Tea,Personal Shopping,0.0
Coffee & Tea,Tapas Bars,0.0
Coffee & Tea,Cambodian,0.11112315111364512
Coffee & Tea,Gelato,0.0
Coffee & Tea,Drugstores,0.0
Coffee & Tea,Hotels,0.0
Coffee & Tea,Fondue,0.0
Coffee & Tea,Japanese,0.0
Coffee & Tea,Cheese Shops,0.0
Coffee & Tea,Soul Food,0.0
Coffee & Tea,Mediterranean,0.0
Coffee & Tea,Pakistani,0.0
Coffee & Tea,Casinos,0.0
Coffee & Tea,Vegetarian,0.0
Coffee & Tea,Breakfast & Brunch,0.0588187664522037
Coffee & Tea,Breweries,0.0
Coffee & Tea,Hawaiian,0.0
Coffee & Tea,Shopping Centers,0.0
Coffee & Tea,Filipino,0.0
Coffee & Tea,Salvadoran,0.0
Coffee & Tea,Vegan,0.0
Coffee & Tea,Active Life,0.0
Coffee & Tea,Ukrainian,0.02150810892451604
Coffee & Tea,Landmarks & Historical Buildings,0.0
Coffee & Tea,Do-It-Yourself Food,0.0
Coffee & Tea,Coffee & Tea,1.0
Coffee & Tea,Chinese,0.0
Coffee & Tea,Swimming Pools,0.11023329766945299
Coffee & Tea,Cajun-Creole,0.994134095131593
Coffee & Tea,Greek,0.0
Coffee & Tea,Ramen,0.0
Coffee & Tea,Bowling,0.0
Coffee & Tea,Spanish,0.0
Coffee & Tea,Cafes,0.3898403993892774
Coffee & Tea,Cuban,0.013183341093578806
Coffee & Tea,Seafood,0.705448512163478
Coffee & Tea,Belgian,0.0
Coffee & Tea,Salad,0.0
Coffee & Tea,Russian,0.0
Coffee & Tea,Lebanese,0.0
Coffee & Tea,German,0.0
Coffee & Tea,Comfort Food,0.0
Coffee & Tea,Cantonese,0.0
Coffee & Tea,Bubble Tea,0.4151354415624498
Coffee & Tea,Singaporean,0.0
Coffee & Tea,Cocktail Bars,0.0
Coffee & Tea,Nightlife,0.1579762544669822
Coffee & Tea,Ice Cream & Frozen Yogurt,0.0
Coffee & Tea,Bistros,0.0
Coffee & Tea,Local Flavor,0.0
Coffee & Tea,RV Parks,0.0
Coffee & Tea,Canadian (New),0.018836304798103144
Coffee & Tea,Diners,0.10797186805984352
Coffee & Tea,Delis,0.0
Coffee & Tea,Party & Event Planning,0.0
Coffee & Tea,Festivals,0.0
Coffee & Tea,Food,0.7088331985124678
Coffee & Tea,Street Vendors,0.0
Coffee & Tea,Ethiopian,0.0
Coffee & Tea,Food Trucks,0.0
Coffee & Tea,Cafeteria,0.11023329766945299
Coffee & Tea,Dim Sum,0.0
Coffee & Tea,Scottish,0.0
Coffee & Tea,Middle Eastern,0.0
Coffee & Tea,Pretzels,0.0
Coffee & Tea,Taiwanese,0.7401880664785262
Chinese,Karaoke,0.0
Chinese,Seafood Markets,0.0
Chinese,British,0.11044070818163733
Chinese,American (New),0.21990503244768073
Chinese,Peruvian,0.3389363758061558
Chinese,Internet Cafes,0.0
Chinese,Food Stands,0.0
Chinese,Vietnamese,0.0
Chinese,Dance Clubs,0.0
Chinese,Argentine,0.020273201041555493
Chinese,Asian Fusion,0.533295763161047
Chinese,African,0.0
Chinese,Sports Bars,0.0
Chinese,Burgers,0.04735063126725441
Chinese,Halal,0.0
Chinese,Donuts,0.022345458577758097
Chinese,Szechuan,0.18838808049324815
Chinese,Dive Bars,0.0
Chinese,Turkish,0.029699500325226426
Chinese,Venues & Event Spaces,0.09764509400581393
Chinese,Gastropubs,0.1050348869487895
Chinese,Indian,0.0
Chinese,Moroccan,0.021338032300218832
Chinese,Polish,0.028007798776104185
Chinese,Champagne Bars,0.054097812961756225
Chinese,Southern,0.0
Chinese,Lounges,0.032365837148897805
Chinese,Wineries,0.0
Chinese,Tea Rooms,0.0
Chinese,Bagels,0.0
Chinese,Beer, Wine & Spirits,0.0
Chinese,Persian-Iranian,0.0
Chinese,Latin American,0.0
Chinese,Tours,0.06932634561205812
Chinese,Wine Bars,0.12221231715521269
Chinese,Shopping,0.0
Chinese,Portuguese,0.1755914034540835
Chinese,Meat Shops,0.0
Chinese,Mexican,0.0
Chinese,Hotels & Travel,0.0
Chinese,Performing Arts,0.0
Chinese,Venezuelan,0.0
Chinese,Steakhouses,0.18789660627286625
Chinese,Afghan,0.0
Chinese,Modern European,0.010244622791951548
Chinese,Convenience Stores,0.0
Chinese,Golf,0.0
Chinese,Grocery,0.0
Chinese,Event Planning & Services,0.0
Chinese,Country Dance Halls,0.1734294085929976
Chinese,Fish & Chips,0.0
Chinese,Distilleries,0.01731503355865394
Chinese,Fast Food,0.0
Chinese,Shaved Ice,0.02371782517868214
Chinese,Ethnic Food,0.0
Chinese,Bars,0.24843152617732456
Chinese,Public Services & Government,0.07082525944050133
Chinese,Brasseries,0.01013542955867809
Chinese,Hot Dogs,0.0
Chinese,Cinema,0.0
Chinese,Caterers,0.0
Chinese,French,0.11584441572714872
Chinese,Caribbean,0.0
Chinese,Arts & Entertainment,0.0
Chinese,Arabian,0.0
Chinese,Thai,0.0
Chinese,Butcher,0.0
Chinese,Himalayan-Nepalese,0.025269696928809423
Chinese,Brazilian,0.3064710806697059
Chinese,Gluten-Free,0.3056144836271491
Chinese,Jazz & Blues,0.0
Chinese,Adult Entertainment,0.1745669173299302
Chinese,Tex-Mex,0.0
Chinese,Fruits & Veggies,0.0
Chinese,Music Venues,0.04027254215382258
Chinese,Korean,0.0
Chinese,Amusement Parks,0.0
Chinese,Automotive,0.0
Chinese,Tapas-Small Plates,0.10121082658331765
Chinese,Scandinavian,0.033398136182508316
Chinese,Outlet Stores,0.04621622970922192
Chinese,Laotian,0.025086251151326434
Chinese,Pizza,0.30504182411121594
Chinese,Buffets,0.011359048326191274
Chinese,Malaysian,0.03302575358472223
Chinese,Food Delivery Services,0.0
Chinese,Desserts,0.0
Chinese,Car Wash,0.0
Chinese,Creperies,0.0
Chinese,Basque,0.0
Chinese,Health Markets,0.0
Chinese,Pool Halls,0.0
Chinese,Cultural Center,0.17291721247643366
Chinese,Specialty Food,0.0
Chinese,Sushi Bars,0.004459954528328809
Chinese,Piano Bars,0.17474291050054938
Chinese,Arcades,0.0
Chinese,Italian,0.30528753003699366
Chinese,Cheesesteaks,0.0
Chinese,Chicken Wings,0.0
Chinese,Bakeries,0.0
Chinese,Hot Pot,0.018329913951117757
Chinese,Pubs,0.23607605647843083
Chinese,Shanghainese,0.8838679026771363
Chinese,Sandwiches,0.16313025157771802
Chinese,Irish,0.30590044277162876
Chinese,Juice Bars & Smoothies,0.0
Chinese,Food Court,0.0
Chinese,Barbeque,0.0
Chinese,American (Traditional),0.03124515784793231
Chinese,Live-Raw Food,0.0
Chinese,Kosher,0.0
Chinese,Mongolian,0.8794992454193924
Chinese,Hookah Bars,0.0
Chinese,Soup,0.0
Chinese,Chocolatiers & Shops,0.17503897360180923
Chinese,Indonesian,0.17331661382865649
Chinese,Personal Shopping,0.0
Chinese,Tapas Bars,0.08017102534156247
Chinese,Cambodian,0.1752199563281657
Chinese,Gelato,0.0
Chinese,Drugstores,0.0
Chinese,Hotels,0.0
Chinese,Fondue,0.0
Chinese,Japanese,0.0887692370099242
Chinese,Cheese Shops,0.0
Chinese,Soul Food,0.0
Chinese,Mediterranean,0.0
Chinese,Pakistani,0.0
Chinese,Casinos,0.0
Chinese,Vegetarian,0.0
Chinese,Breakfast & Brunch,0.07682762750758111
Chinese,Breweries,0.0
Chinese,Hawaiian,0.0
Chinese,Shopping Centers,0.0
Chinese,Filipino,0.0
Chinese,Salvadoran,0.0
Chinese,Vegan,0.0
Chinese,Active Life,0.0
Chinese,Ukrainian,0.8786540009042982
Chinese,Landmarks & Historical Buildings,0.0
Chinese,Do-It-Yourself Food,0.0
Chinese,Coffee & Tea,0.0
Chinese,Chinese,1.0
Chinese,Swimming Pools,0.17376874115468918
Chinese,Cajun-Creole,0.0
Chinese,Greek,0.0
Chinese,Ramen,0.08649449362326825
Chinese,Bowling,0.0
